340	5.10	359	4.04	8218	339	32.81	362	23.68	1579	341	47.21	360	19.76	7737	339	33.22	359	26.37	1831	337	50.80	349	25.10
332	4.64	354	4.50	8646	329	36.89	355	28.53	1958	334	54.71	355	23.99	7291	333	33.87	356	23.47	1840	338	54.40	357	24.34
