380	1.78	343	2.33	7620	365	36.91	332	28.01	1826	371	39.05	361	50.23	7054	368	33.28	328	30.49	1419	362	37.32	360	50.57
372	2.33	336	1.92	6994	372	36.58	326	29.12	1608	368	42.82	363	51.62	6693	368	31.72	324	26.90	1499	369	36.46	356	51.36
375	2.38	331	3.14	7378	366	38.32	326	32.63	1582	367	38.38	356	49.18	7560	367	33.87	333	26.74	1701	365	40.42	357	51.47
374	2.06	339	3.80	7612	369	38.31	328	30.95	1584	366	34.45	351	49.40	6576	369	30.20	329	29.83	1406	362	36.57	353	51.05
367	2.19	337	2.28	6455	375	34.69	331	28.49	1600	373	37.53	357	51.11	7159	373	37.42	335	30.66	1676	371	39.81	364	52.36
379	2.29	340	2.49	6885	371	35.85	330	31.63	1759	376	40.67	364	51.07	6848	375	32.66	339	36.56	1587	370	43.42	355	47.88
379	2.69	338	2.92	7635	384	36.47	332	29.93	1686	382	42.44	363	50.71	7191	378	34.25	334	28.27	1679	382	37.04	365	51.34
386	2.07	341	3.80	7302	379	40.45	331	37.46	1744	377	37.37	357	52.09	7022	381	39.12	327	31.33	1756	379	34.62	362	52.30
382	1.92	340	4.56	6702	379	40.88	331	31.44	1751	378	36.81	363	50.54	6620	374	29.69	335	31.44	1459	381	37.65	364	51.10
387	2.12	342	2.60	6959	376	37.36	332	32.74	1626	383	37.87	362	51.54	6895	375	30.29	338	29.35	1688	377	43.09	368	51.73
375	2.38	342	3.20	7173	379	37.96	332	28.74	1750	380	38.49	368	50.99	7913	376	32.17	337	29.25	1624	373	37.60	371	50.17
379	1.69	344	3.34	7726	378	40.65	332	33.20	1790	378	42.06	373	53.03	6623	378	30.70	335	29.01	1506	379	33.91	364	52.16
386	2.11	344	2.16	7064	381	37.11	337	30.32	1549	381	40.31	368	52.21	6740	381	31.08	338	26.44	1769	383	37.98	360	50.52
382	2.16	341	2.98	7430	378	40.37	334	34.47	1826	381	33.33	366	51.31	7510	380	32.69	336	28.56	1602	377	36.28	364	48.78
386	2.47	341	2.62	7504	379	38.02	333	29.84	1630	380	30.84	355	51.21	6618	379	34.24	328	24.51	1648	375	40.82	367	51.40
375	2.11	343	1.83	6680	381	34.81	339	29.49	1606	372	40.79	352	48.63	6622	380	31.90	330	30.19	1674	374	38.10	365	51.91
377	2.07	338	2.06	6876	379	35.37	331	31.46	1516	384	36.18	359	51.23	7532	378	35.96	333	32.08	1662	381	41.59	363	51.15
386	2.19	343	2.28	6473	381	35.24	336	32.39	1673	380	34.31	364	52.84	6530	376	33.54	338	31.65	1356	375	36.82	366	52.38
373	2.69	343	3.06	6698	379	34.34	336	32.27	1635	382	43.28	369	52.97	6423	379	36.37	339	30.63	1687	376	38.72	362	49.35
385	2.41	336	3.22	6056	382	34.71	336	27.07	1432	380	35.23	358	51.59	6777	376	32.59	331	27.56	1762	381	36.75	359	51.39
384	1.70	343	2.78	6932	380	39.16	339	28.28	1496	378	35.11	363	51.70	6296	379	30.76	331	25.15	1418	379	32.78	367	51.28
382	2.32	337	2.46	7034	377	37.67	335	29.70	1373	378	37.59	352	49.43	6115	374	32.77	332	26.32	1355	381	34.09	346	49.07
388	2.21	336	2.64	6882	383	40.41	334	31.07	1646	384	34.64	347	51.79	7008	380	35.28	331	30.46	1689	382	37.56	350	53.00
385	2.29	325	2.36	7443	376	37.14	333	31.27	1544	379	40.00	347	50.66	7305	378	32.58	332	28.97	1493	376	38.71	346	52.41
383	2.59	327	2.29	6324	376	34.22	332	26.63	1692	378	43.06	362	50.81	6833	379	32.33	333	26.73	1703	379	40.79	354	47.22
384	2.60	345	3.02	7183	382	33.46	339	33.17	1604	381	30.69	346	50.94	6436	381	30.73	336	28.55	1475	383	29.88	348	48.28
378	2.15	332	3.16	6470	378	33.95	338	28.75	1498	388	32.52	348	48.84	7168	380	34.29	335	29.86	1833	379	34.56	351	51.70
388	2.06	336	3.89	7322	380	34.76	335	30.89	1744	387	41.59	349	51.82	7077	383	32.15	337	29.39	1717	378	36.59	353	51.52
375	2.43	329	2.79	7374	382	36.63	337	35.61	1625	383	38.33	351	52.13	6290	374	25.42	330	23.43	1712	382	36.14	347	53.86
386	2.05	324	2.60	6037	383	32.84	332	32.97	1720	381	37.97	355	50.13	7293	383	32.83	335	29.31	1600	381	39.85	363	52.22
387	1.77	344	2.85	6738	381	33.59	340	31.68	1838	380	33.94	344	52.21	6815	384	33.48	338	32.72	1746	383	33.16	356	51.15
386	2.15	342	3.24	7774	381	37.99	337	34.99	1492	374	40.94	349	51.76	7771	385	36.94	336	31.32	1581	380	43.08	353	50.47
382	2.06	334	13.29	7220	386	38.73	333	28.24	1732	381	38.36	358	49.83	7164	384	31.89	340	30.13	1436	376	32.73	350	51.71
381	2.98	328	2.56	7526	384	37.44	333	29.58	1737	380	37.58	357	49.56	7149	384	33.59	334	29.41	1753	389	42.43	345	49.45
390	2.24	347	3.83	6827	380	37.66	338	29.43	1804	378	38.34	357	51.52	7100	380	35.05	333	31.23	1709	386	47.05	352	52.10
387	2.07	347	2.06	7681	381	41.11	335	30.19	1718	386	41.19	354	51.70	7305	382	36.28	335	32.66	1742	385	38.82	347	50.74
388	2.78	337	2.92	7294	380	37.78	337	32.03	1538	384	38.72	355	47.27	7504	384	36.36	339	28.48	1647	385	39.15	355	48.37
387	2.10	340	3.20	7644	384	34.20	335	28.67	1938	382	36.14	352	53.63	7308	380	34.51	340	28.52	1495	382	37.37	358	49.59
382	2.37	347	3.56	7803	380	36.79	335	32.09	1675	380	40.43	357	50.95	6810	377	32.44	343	27.61	1675	380	44.89	355	50.22
378	2.74	346	2.11	7018	379	32.13	336	25.00	1683	382	41.00	362	49.87	7069	381	35.27	337	30.84	1526	387	40.31	349	52.12
390	2.33	330	2.06	7741	385	40.57	338	30.89	1720	383	32.73	366	47.04	6567	382	34.04	341	34.33	1672	385	44.38	342	51.17
388	2.24	321	2.74	6911	383	34.40	335	33.44	1755	385	38.39	341	52.36	7164	384	33.49	339	31.61	1781	377	41.00	347	50.82
381	2.05	333	3.02	7603	381	38.84	339	34.33	1855	383	39.14	347	52.53	6602	381	33.84	335	31.13	1735	382	39.56	345	53.16
378	2.36	334	2.79	7296	382	37.98	340	32.64	1603	381	35.53	355	51.44	7266	383	37.84	338	30.82	1633	391	42.96	348	53.06
390	2.75	348	2.14	7348	388	37.96	339	32.50	1741	387	34.13	354	51.89	7242	381	30.39	337	30.98	1441	384	35.91	347	50.46
383	2.01	336	3.46	7685	380	40.47	338	29.82	1516	375	38.92	351	52.69	6572	380	33.55	335	32.32	1711	382	44.74	350	53.22
386	2.25	331	3.67	7135	377	39.61	336	35.87	1712	377	35.90	356	49.07	7341	379	35.13	340	30.60	1717	382	35.25	364	51.53
387	2.07	347	2.93	7533	386	34.69	340	28.96	1705	385	38.61	375	49.83	7525	387	35.83	340	27.37	1790	384	39.70	372	52.71
387	2.07	347	2.11	6945	383	38.71	338	30.45	1827	383	34.53	365	52.29	6790	385	37.04	339	30.44	1612	388	41.15	364	49.75
383	2.65	346	2.10	6716	380	33.56	336	28.05	1794	386	36.16	368	49.68	7095	378	33.84	336	28.95	1616	383	41.39	375	51.07
381	1.84	346	2.20	7429	375	34.29	342	28.12	1811	377	33.72	368	47.23	7326	379	32.84	337	27.35	1878	377	35.11	364	50.12
379	2.75	348	2.97	7377	375	39.05	340	28.59	1816	378	34.15	367	47.36	6587	377	27.90	341	25.88	1585	374	44.51	376	52.46
383	2.02	346	2.74	7312	379	36.98	335	30.95	1770	377	35.33	365	51.45	7840	371	36.46	336	33.15	1713	385	40.29	341	52.27
389	2.07	348	1.96	7253	382	40.71	338	36.70	1721	384	34.80	363	48.66	7003	381	33.76	338	26.69	1647	384	38.37	376	52.57
391	2.25	341	3.49	7129	385	35.63	337	28.79	1683	386	40.09	365	51.85	7345	384	33.28	339	25.90	1750	385	33.35	368	49.04
390	2.52	347	2.92	7673	383	38.24	340	28.51	1907	380	30.37	362	49.64	7220	386	32.24	346	25.31	1591	386	36.72	371	52.64
391	2.30	348	2.37	7342	387	41.04	335	33.66	1731	385	37.35	367	51.68	6998	382	35.06	333	27.25	1709	386	38.49	376	52.66
373	2.29	346	2.83	7375	380	40.09	339	37.37	1764	382	36.37	378	52.89	6833	378	32.51	345	31.71	1745	382	38.90	377	51.92
382	2.06	349	3.19	7243	376	36.63	338	28.36	1655	369	45.09	363	50.76	6903	375	32.22	338	29.83	1679	375	40.49	364	48.89
377	2.11	341	3.65	7124	383	35.62	337	29.77	1645	385	33.98	361	47.41	7162	382	33.36	341	25.31	1742	382	33.30	368	51.87
376	2.06	337	2.80	6394	382	37.94	336	30.24	1798	387	36.01	360	52.33	6670	381	36.23	341	28.52	1474	388	39.83	374	52.11
389	2.33	348	2.01	7398	384	41.40	343	33.55	1771	382	40.55	364	51.61	7239	383	35.16	339	30.39	1837	388	33.81	367	50.32
390	2.25	350	2.85	7762	385	40.67	342	31.69	1817	391	32.76	377	49.39	7147	386	40.70	339	35.74	1756	381	38.86	373	52.64
380	2.66	338	2.75	6933	385	37.04	336	34.73	1706	386	36.50	376	51.10	7029	382	34.78	341	29.38	1723	384	36.62	371	52.05
385	2.15	340	2.21	7162	384	38.85	337	31.62	1680	385	43.48	373	52.46	7474	381	33.74	344	30.31	1598	384	39.77	364	51.18
388	2.16	347	2.75	7130	385	40.43	343	33.32	1698	382	37.23	369	51.10	7150	383	31.14	345	29.35	1598	381	38.33	372	49.42
388	2.56	350	3.02	7271	384	35.60	339	34.82	1441	386	33.70	356	52.36	7614	388	32.05	337	30.11	1614	381	36.89	366	48.73
393	2.65	350	2.24	7266	386	39.09	338	31.06	1742	387	41.88	360	50.41	6596	382	29.85	339	26.22	1771	378	38.94	364	49.48
382	2.06	347	2.65	7692	386	42.44	340	34.35	1711	387	41.41	372	50.46	6650	384	32.86	336	27.75	1588	380	41.69	365	51.64
383	2.03	347	3.44	6893	387	34.45	342	28.94	1743	387	37.07	373	51.93	7984	385	36.80	344	28.02	1647	382	36.47	369	49.26
393	2.32	349	2.97	7230	390	38.93	339	31.96	1817	386	31.27	372	51.25	6675	388	35.08	345	29.76	1544	388	47.41	371	49.23
391	2.73	349	2.75	7527	381	40.55	339	32.35	1654	391	41.29	358	52.61	7519	389	36.19	337	29.07	1717	383	42.46	374	52.19
385	2.24	350	2.57	7023	380	34.02	341	31.86	1852	377	34.90	362	52.21	7099	383	37.03	337	29.86	1760	380	38.65	352	48.58
386	2.70	351	1.91	7929	382	35.84	346	31.25	1809	383	32.70	365	50.70	6732	379	35.58	344	29.79	1662	384	37.19	355	50.27
380	1.52	349	3.47	7165	385	35.15	344	30.05	1797	384	32.43	359	48.12	7037	382	33.59	340	30.70	1738	382	40.28	351	51.33
387	2.29	328	2.21	7905	385	41.31	337	35.97	1804	389	35.47	358	51.57	6781	387	34.25	341	30.38	1618	384	41.40	361	51.42
385	2.46	348	2.92	7494	386	37.50	341	34.08	1767	386	34.03	357	49.70	6845	384	35.01	344	36.92	1693	384	34.22	361	49.99
389	2.05	338	3.40	6650	385	34.95	342	33.37	1818	379	37.41	374	51.59	6473	386	32.09	341	32.56	1790	381	37.50	359	46.68
392	2.57	349	2.16	7265	385	35.39	341	34.65	1814	390	34.02	348	48.09	7063	387	30.76	342	29.55	1636	386	42.56	349	52.85
392	2.47	334	2.11	7614	384	39.09	338	33.36	1648	391	40.12	372	51.33	6720	389	29.88	341	27.67	1636	391	36.16	367	50.94
394	2.01	345	2.75	6989	386	35.46	341	34.80	1794	390	34.66	357	51.95	6642	384	34.70	338	33.08	1465	385	38.09	352	52.02
388	2.29	351	2.32	7146	383	40.60	343	31.55	1736	384	30.49	362	47.60	6764	388	39.43	343	29.88	1694	388	32.85	371	48.43
390	2.01	351	3.17	7391	387	33.30	342	30.24	1760	391	46.36	358	50.79	6977	387	32.46	347	28.95	1586	381	44.44	377	51.39
393	2.24	344	2.44	6791	388	40.95	342	35.98	1630	384	40.63	361	50.35	7786	387	34.27	340	30.54	1731	391	39.07	365	51.20
394	1.87	351	2.44	7484	387	39.94	346	31.03	1687	380	37.64	364	49.86	6642	385	31.64	350	31.81	1798	384	35.23	357	50.66
