360 306 9.52 
359 308 9.98 
360 309 9.41 
360 311 10.83 
355 310 8.95 
357 310 9.77 
349 311 10.05 
344 309 9.77 
362 309 9.81 
363 309 9.96 
342 310 9.57 
346 308 9.22 
349 313 10.25 
358 310 10.22 
353 312 10.01 
361 311 10.46 
363 311 11.09 
359 311 10.30 
350 310 9.86 
357 311 9.81 
356 312 9.31 
356 308 10.31 
353 311 9.37 
351 309 9.76 
357 309 9.89 
357 309 9.65 
347 311 9.72 
362 312 8.49 
365 311 10.25 
360 310 10.93 
355 306 9.72 
351 309 9.31 
353 310 9.36 
349 312 8.75 
354 310 10.05 
351 309 9.82 
345 311 9.91 
350 313 9.13 
369 312 10.78 
361 310 8.32 
358 312 10.51 
349 311 9.80 
347 313 9.62 
355 313 9.76 
362 311 10.70 
350 312 9.08 
354 309 10.10 
351 312 10.08 
346 314 9.12 
363 312 11.07 
359 312 10.46 
348 310 10.35 
346 309 10.36 
356 309 9.77 
360 311 10.71 
356 308 10.64 
349 309 10.69 
346 312 10.66 
361 309 8.48 
368 311 10.93 
352 312 9.94 
345 308 10.01 
347 311 10.05 
355 313 9.45 
362 313 10.15 
358 310 9.84 
351 311 9.88 
346 311 9.68 
362 311 10.39 
354 311 9.86 
355 312 10.33 
362 312 10.62 
354 312 9.48 
360 311 9.65 
350 311 11.18 
352 311 9.48 
359 311 9.98 
352 310 9.49 
361 312 11.42 
360 311 11.86 
357 313 10.56 
352 312 9.74 
360 312 10.07 
349 312 9.33 
346 310 9.87 
328 310 10.02 
356 311 9.93 
347 310 9.48 
354 310 9.43 
362 312 10.46 
338 312 9.17 
354 311 10.52 
358 310 9.90 
353 312 10.18 
358 312 10.04 
360 311 10.50 
361 312 11.22 
351 310 9.54 
355 311 10.09 
372 310 10.13 
