0.50  313 
0.50  313 
0.00  313 
1.50  313 
0.00  313 
0.00  313 
0.50  313 
0.00  313 
0.00  313 
0.00  313 
0.00  313 
1.00  313 
0.50  313 
1.00  313 
1.00  313 
1.00  313 
0.00  313 
1.00  313 
0.50  314 
0.00  313 
0.50  313 
0.00  313 
1.00  313 
0.50  313 
0.00  313 
0.50  313 
1.00  313 
0.50  313 
0.50  313 
1.00  313 
0.50  313 
0.00  313 
1.50  313 
0.50  313 
0.00  313 
1.49  313 
0.50  313 
0.00  313 
0.50  313 
0.00  313 
0.00  313 
1.50  314 
0.00  314 
0.50  313 
0.50  314 
0.00  313 
1.00  313 
0.50  313 
0.00  313 
0.50  313 
1.00  313 
0.51  313 
0.00  313 
0.50  313 
0.51  313 
1.99  314 
0.00  313 
0.00  313 
0.50  313 
0.50  314 
0.50  313 
0.00  313 
0.00  313 
0.00  313 
0.50  313 
1.50  313 
1.00  313 
0.50  313 
1.99  313 
0.00  313 
0.50  313 
1.00  313 
0.50  313 
1.49  313 
0.50  313 
1.50  313 
0.50  313 
1.00  313 
0.50  313 
0.00  313 
0.00  313 
0.50  314 
1.00  314 
0.50  314 
0.00  314 
1.00  314 
0.00  314 
0.00  314 
1.00  314 
1.00  314 
0.00  314 
1.00  314 
1.50  314 
1.00  314 
1.98  314 
0.50  314 
1.00  314 
0.00  314 
1.00  314 
0.50  314 
