1.00  257 
0.50  257 
2.50  257 
1.00  257 
1.00  257 
0.00  257 
1.51  257 
1.00  257 
0.51  257 
0.00  257 
1.00  257 
1.52  257 
1.00  257 
1.50  257 
1.50  257 
1.00  257 
1.00  257 
1.50  257 
1.00  257 
0.51  257 
2.00  257 
1.00  257 
0.51  257 
1.00  257 
0.51  257 
0.50  257 
0.50  257 
0.50  257 
1.00  257 
0.50  257 
1.00  257 
1.00  257 
0.50  257 
1.50  257 
1.00  257 
0.00  257 
0.50  257 
1.50  257 
1.02  257 
0.50  257 
1.51  258 
2.02  258 
1.49  258 
1.00  258 
4.02  258 
0.51  258 
0.50  258 
0.50  258 
0.51  258 
0.50  258 
0.51  259 
1.50  259 
0.51  259 
0.00  259 
0.00  259 
0.51  259 
0.00  259 
2.49  259 
1.00  259 
0.50  259 
1.01  259 
2.02  259 
0.50  259 
0.51  259 
1.00  259 
1.99  259 
0.50  259 
1.00  259 
1.02  259 
1.01  259 
0.51  259 
0.51  259 
0.50  259 
0.51  259 
1.00  259 
0.51  259 
2.48  259 
1.51  259 
1.00  259 
1.02  259 
0.00  259 
1.99  259 
0.00  259 
0.51  259 
0.51  259 
0.51  259 
1.00  259 
1.00  259 
0.00  259 
1.50  259 
1.50  259 
0.51  259 
1.00  259 
0.50  259 
1.52  259 
1.50  259 
0.50  259 
1.00  259 
0.51  259 
1.51  259 
