302	1.00	284	1.32	5889	299	9.62	268	8.55	339	296	23.70	294	48.73	5866	299	9.62	268	9.45	337	299	23.28	293	48.09
301	1.28	293	1.59	5788	299	12.77	275	8.96	340	299	24.65	306	48.57	5868	296	9.97	265	9.47	332	298	24.37	307	47.79
302	1.28	253	1.15	5825	300	12.48	265	10.77	339	299	23.74	312	47.58	5825	299	11.15	274	8.84	338	300	26.88	312	47.30
307	1.32	263	1.33	5646	293	13.13	286	10.36	333	304	26.29	297	50.88	5880	294	11.76	277	9.75	330	304	25.54	314	51.18
306	1.32	285	1.51	5804	292	11.58	301	9.59	338	299	26.96	328	46.92	5769	297	11.15	296	9.86	333	303	25.46	312	48.04
305	1.36	279	1.51	5735	295	12.44	301	10.12	339	290	24.17	330	47.31	5932	300	9.60	303	10.12	330	304	24.57	307	47.05
304	1.37	291	1.28	5770	296	13.34	292	10.61	333	291	25.24	312	48.23	5819	289	9.78	286	9.39	334	291	22.15	296	47.21
293	1.10	291	1.40	5977	292	12.17	293	9.53	340	289	25.08	312	48.36	5862	288	8.64	285	8.56	341	290	23.99	320	47.83
295	1.14	255	1.14	5859	285	12.20	293	10.88	337	302	22.90	320	47.17	5705	291	10.28	290	8.75	339	302	25.97	321	51.30
297	1.60	291	1.56	5948	296	14.61	304	9.56	328	277	26.27	317	48.22	5790	277	11.37	312	8.69	341	279	26.95	320	48.16
280	1.18	289	1.38	5749	284	12.01	312	10.16	320	304	25.18	323	48.10	5871	299	10.61	289	8.71	335	301	23.95	319	48.45
304	1.19	285	1.50	5849	298	11.96	294	9.92	346	300	26.92	309	47.59	5894	297	9.07	302	10.05	345	298	24.47	320	47.69
300	1.46	293	1.42	5931	289	14.71	311	9.60	336	299	24.69	323	48.22	5952	291	8.37	303	10.17	336	300	25.67	321	48.28
300	1.19	290	1.46	5888	294	11.70	309	9.13	348	296	23.54	334	47.52	5927	296	10.97	296	9.58	338	298	24.92	311	47.59
305	1.10	286	1.41	5859	294	11.54	299	10.08	346	301	22.77	316	48.06	5735	293	11.29	269	9.41	344	297	22.94	307	47.79
302	1.14	253	1.73	5774	289	13.00	286	10.10	351	301	28.64	312	51.89	5719	291	10.50	285	7.62	347	299	26.90	318	51.06
302	1.26	264	1.28	5967	290	12.22	291	9.95	323	298	25.84	317	47.11	5795	290	9.73	290	8.79	349	298	26.86	322	48.01
298	1.27	254	1.46	5812	285	11.45	283	9.78	338	296	27.56	293	50.59	5902	281	10.99	291	10.10	345	294	23.50	315	47.82
299	1.18	262	1.14	5880	287	11.62	291	9.39	344	289	23.19	318	47.96	5828	283	11.18	289	9.05	349	288	25.20	323	47.11
293	1.05	269	1.32	5863	284	12.39	293	9.31	350	289	25.43	320	48.25	5938	283	9.86	291	8.57	348	277	25.17	315	47.30
279	1.01	292	1.50	6056	274	12.33	293	10.63	344	288	24.98	321	46.91	5803	280	12.44	295	9.67	340	290	23.86	318	48.15
293	2.05	289	1.56	5897	282	11.00	308	10.54	352	290	27.70	323	52.00	5798	281	11.48	307	9.72	330	289	28.57	320	51.07
285	1.51	294	1.78	5892	275	14.72	302	10.26	334	281	26.36	321	47.27	5849	271	10.79	299	9.87	349	285	26.97	310	46.90
293	1.37	282	1.41	5884	283	13.26	300	10.53	340	291	29.62	325	46.96	5808	282	12.51	298	8.84	345	289	22.05	331	46.93
295	1.23	306	1.46	5990	282	14.91	304	9.53	332	291	25.40	320	47.02	5922	282	11.02	297	10.41	334	291	24.22	313	47.63
293	1.32	289	1.38	5927	284	12.02	295	10.15	345	292	24.87	322	47.78	5969	282	9.26	298	9.59	340	292	26.22	306	47.94
293	1.92	293	1.64	5938	284	14.58	295	11.19	327	290	24.80	302	48.26	5924	279	10.69	294	9.90	324	273	26.31	301	47.08
295	1.36	267	1.42	5832	285	12.71	295	10.66	340	286	24.80	298	47.38	5816	282	8.36	295	8.79	336	290	24.48	307	47.90
306	2.43	293	1.33	5748	311	28.17	297	10.69	338	257	27.58	303	52.52	5817	259	10.85	295	8.97	334	259	27.40	298	52.36
262	1.14	291	1.42	5829	258	13.65	303	10.35	322	260	27.64	304	48.52	5963	259	10.50	296	9.11	326	258	25.23	324	47.48
264	1.10	317	1.33	5829	262	10.24	299	9.65	329	263	23.60	321	47.04	5850	263	10.08	299	10.37	329	263	23.90	305	48.12
268	1.45	282	1.46	5759	268	11.68	298	10.51	322	265	25.01	309	48.88	5731	265	9.67	296	10.12	329	266	23.34	312	48.85
