0.50  248 
0.51  248 
1.00  248 
1.00  248 
0.50  248 
1.99  248 
0.51  248 
1.00  248 
1.50  248 
0.50  248 
1.00  248 
0.00  248 
0.00  248 
0.50  248 
1.50  248 
0.00  248 
0.00  248 
1.00  248 
1.51  248 
0.00  248 
1.99  248 
1.02  248 
0.50  248 
0.00  248 
1.00  248 
1.01  249 
1.51  248 
1.99  248 
1.00  248 
0.50  249 
1.52  249 
0.50  249 
1.01  249 
1.50  249 
0.00  249 
0.50  249 
0.51  249 
0.00  249 
1.00  249 
0.00  249 
1.51  249 
1.49  249 
1.00  249 
3.52  249 
1.00  249 
1.00  249 
0.00  249 
1.00  249 
0.50  249 
1.01  249 
2.01  249 
0.51  249 
1.50  249 
0.00  249 
1.00  249 
2.48  249 
0.00  249 
1.01  249 
0.50  249 
1.99  250 
0.50  250 
1.00  250 
1.00  250 
0.50  250 
0.00  250 
1.00  250 
1.50  250 
1.00  250 
0.00  250 
3.00  250 
0.00  250 
0.00  250 
0.50  251 
0.50  251 
1.00  251 
0.50  251 
1.01  251 
0.00  251 
1.00  251 
0.00  251 
1.00  251 
0.51  251 
1.00  251 
0.00  251 
0.50  251 
1.50  251 
1.01  251 
1.00  251 
0.50  251 
1.50  251 
0.00  251 
0.50  251 
0.50  251 
1.00  251 
0.50  251 
0.50  251 
0.51  251 
0.50  251 
0.50  251 
1.50  251 
